Material,Ultimate tensile strength,Yield strength,Young's modulus,Shear modulus,Poisson's ratio,Density,Use
Grey cast iron,250,250,85000,34000,0.25,7160,No
Grey cast iron,300,300,85000,34000,0.25,7160,No
Grey cast iron,350,350,85000,34000,0.25,7160,No
Nodular cast iron,500,320,169000,70000,0.2,7160,No
Nodular cast iron,600,370,169000,70000,0.2,7160,No
Nodular cast iron,700,420,169000,70000,0.2,7160,No
Nodular cast iron,800,480,169000,70000,0.2,7160,No
Malleable cast iron,400,180,160000,64000,0.27,7160,No
Malleable cast iron,500,260,160000,64000,0.27,7160,No
CSN 10370,350,200,206000,80000,0.3,7860,No
CSN 11110,400,226,206000,80000,0.3,7860,No
CSN 11110,471,373,206000,80000,0.3,7860,No
CSN 11120,400,255,206000,80000,0.3,7860,No
CSN 11140,660,520,206000,80000,0.3,7860,No
CSN 11301,280,200,206000,80000,0.3,7860,No
CSN 11305,290,215,206000,80000,0.3,7860,No
CSN 11321,280,200,206000,80000,0.3,7860,No
CSN 11343,330,195,206000,80000,0.3,7860,No
CSN 11353,340,225,206000,80000,0.3,7860,No
CSN 11368,350,225,206000,80000,0.3,7860,No
CSN 11373,340,225,206000,80000,0.3,7860,No
CSN 11378,360,235,206000,80000,0.3,7860,No
CSN 11418,410,255,206000,80000,0.3,7860,No
CSN 11423,420,240,206000,80000,0.3,7860,No
CSN 11448,430,285,206000,80000,0.3,7860,Yes
CSN 11453,440,265,206000,80000,0.3,7860,No
CSN 11500,490,265,206000,80000,0.3,7860,No
CSN 11503,490,340,206000,80000,0.3,7860,Yes
CSN 11523,510,345,206000,80000,0.3,7860,No
CSN 11600,590,315,206000,80000,0.3,7860,No
CSN 11600,590,315,206000,80000,0.3,7860,No
CSN 11700,686,355,206000,80000,0.3,7860,No
CSN 11700,686,355,206000,80000,0.3,7860,No
CSN 12010,490,325,206000,80000,0.3,7860,Yes
CSN 12020,550,350,206000,80000,0.3,7860,No
CSN 12020,490,295,206000,80000,0.3,7860,Yes
CSN 12024,480,300,206000,80000,0.3,7860,Yes
CSN 12030,500,320,206000,80000,0.3,7860,No
CSN 12031,550,350,206000,80000,0.3,7860,No
CSN 12040,600,370,206000,80000,0.3,7860,No
CSN 12041,630,400,206000,80000,0.3,7860,No
CSN 12050,530,305,206000,80000,0.3,7860,No
CSN 12050,640,390,206000,80000,0.3,7860,No
CSN 12051,690,440,206000,80000,0.3,7860,No
CSN 12060,750,480,206000,80000,0.3,7860,No
CSN 12061,800,500,206000,80000,0.3,7860,No
CSN 12071,1770,1470,206000,80000,0.3,7860,No
CSN 13030,460,285,206000,80000,0.3,7860,Yes
CSN 13141,690,490,206000,80000,0.3,7860,No
CSN 13180,1570,1320,206000,80000,0.3,7860,No
CSN 13220,670,430,206000,80000,0.3,7860,No
CSN 13221,680,440,206000,80000,0.3,7860,No
CSN 13240,780,540,206000,80000,0.3,7860,No
CSN 13242,880,685,206000,80000,0.3,7860,No
CSN 13251,1270,1080,206000,80000,0.3,7860,No
CSN 13270,1420,1210,206000,80000,0.3,7860,No
CSN 14120,588,343,206000,80000,0.3,7860,No
CSN 14140,883,637,206000,80000,0.3,7860,No
CSN 14140,932,785,206000,80000,0.3,7860,No
CSN 14140,1716,1373,206000,80000,0.3,7860,No
CSN 14141,883,687,206000,80000,0.3,7860,No
CSN 14146,932,785,206000,80000,0.3,7860,No
CSN 14148,657,490,206000,80000,0.3,7860,No
CSN 14220,900,680,206000,80000,0.3,7860,No
CSN 14220,785,588,206000,80000,0.3,7860,No
CSN 14221,981,686,206000,80000,0.3,7860,No
CSN 14223,883,687,206000,80000,0.3,7860,No
CSN 14230,981,794,206000,80000,0.3,7860,No
CSN 14260,1370,1175,206000,80000,0.3,7860,No
CSN 14262,1470,1275,206000,80000,0.3,7860,No
CSN 15020,440,265,206000,80000,0.3,7860,No
CSN 15121,430,295,206000,80000,0.3,7860,Yes
CSN 15127,470,345,206000,80000,0.3,7860,Yes
CSN 15130,690,490,206000,80000,0.3,7860,No
CSN 15131,930,735,206000,80000,0.3,7860,No
CSN 15141,880,665,206000,80000,0.3,7860,No
CSN 15142,1000,750,206000,80000,0.3,7860,No
CSN 15217,470,345,206000,80000,0.3,7860,Yes
CSN 15222,690,490,206000,80000,0.3,7860,No
CSN 15230,1000,850,206000,80000,0.3,7860,No
CSN 15230,780,635,206000,80000,0.3,7860,No
CSN 15241,1177,981,206000,80000,0.3,7860,No
CSN 15241,1716,1373,206000,80000,0.3,7860,No
CSN 15241,1177,981,206000,80000,0.3,7860,No
CSN 15260,900,700,206000,80000,0.3,7860,No
CSN 15313,480,265,206000,80000,0.3,7860,No
CSN 15330,834,637,206000,80000,0.3,7860,No
CSN 15340,981,785,206000,80000,0.3,7860,No
CSN 15432,690,490,206000,80000,0.3,7860,No
CSN 16220,883,637,206000,80000,0.3,7860,No
CSN 16223,835,590,206000,80000,0.3,7860,No
CSN 16321,880,635,206000,80000,0.3,7860,No
CSN 16326,1080,785,206000,80000,0.3,7860,No
CSN 16329,440,285,206000,80000,0.3,7860,Yes
CSN 16343,1100,900,206000,80000,0.3,7860,No
CSN 16420,932,785,206000,80000,0.3,7860,No
CSN 16430,1080,880,206000,80000,0.3,7860,No
CSN 16527,590,390,206000,80000,0.3,7860,No
CSN 16640,1569,1275,206000,80000,0.3,7860,No
CSN 17020,441,245,206000,80000,0.3,7860,No
CSN 17021,590,415,206000,80000,0.3,7860,No
CSN 17022,690,455,206000,80000,0.3,7860,No
CSN 17023,740,495,206000,80000,0.3,7860,No
CSN 17040,440,265,206000,80000,0.3,7860,No
CSN 17041,440,295,206000,80000,0.3,7860,Yes
CSN 17113,441,245,206000,80000,0.3,7860,No
CSN 17115,930,685,206000,80000,0.3,7860,No
CSN 17125,460,270,206000,80000,0.3,7860,No
CSN 17145,800,560,206000,80000,0.3,7860,No
CSN 17150,900,650,206000,80000,0.3,7860,No
CSN 17240,490,186,206000,80000,0.3,7860,No
CSN 17241,530,195,206000,80000,0.3,7860,No
CSN 17243,500,190,206000,80000,0.3,7860,No
CSN 17246,550,210,206000,80000,0.3,7860,No
CSN 17247,500,195,206000,80000,0.3,7860,No
CSN 17248,500,205,206000,80000,0.3,7860,No
CSN 17249,440,175,206000,80000,0.3,7860,No
CSN 17251,650,350,206000,80000,0.3,7860,No
CSN 17253,700,350,206000,80000,0.3,7860,No
CSN 17255,600,250,206000,80000,0.3,7860,No
CSN 17256,500,230,206000,80000,0.3,7860,No
CSN 17259,540,265,206000,80000,0.3,7860,No
CSN 17265,550,230,206000,80000,0.3,7860,No
CSN 17346,550,205,206000,80000,0.3,7860,No
CSN 17348,550,215,206000,80000,0.3,7860,No
CSN 17359,540,275,206000,80000,0.3,7860,No
CSN 17460,635,295,206000,80000,0.3,7860,No
CSN 17465,980,590,206000,80000,0.3,7860,No
CSN 17501,640,490,206000,80000,0.3,7860,No
CSN 422303,360,240,169000,70000,0.2,7160,No
CSN 422304,420,270,169000,70000,0.2,7160,No
CSN 422305,500,320,169000,70000,0.2,7160,No
CSN 422306,600,370,169000,70000,0.2,7160,No
CSN 422307,700,420,169000,70000,0.2,7160,No
CSN 422308,800,480,169000,70000,0.2,7160,No
CSN 422410,100,100,80000,32000,0.25,7160,No
CSN 422415,150,150,85000,34000,0.25,7160,No
CSN 422420,200,200,91000,36400,0.25,7160,No
CSN 422425,250,250,105000,42000,0.25,7160,No
CSN 422430,300,300,110000,44000,0.25,7160,No
CSN 422435,350,350,115000,46000,0.25,7160,No
CSN 422540,400,180,160000,64000,0.27,7160,No
CSN 422555,580,300,160000,64000,0.27,7160,No
CSN 422630,363,200,206000,80000,0.3,7160,No
CSN 422640,441,240,206000,80000,0.3,7160,No
CSN 422650,490,260,206000,80000,0.3,7160,No
CSN 242660,588,300,206000,80000,0.3,7160,No
CSN 422670,686,350,206000,80000,0.3,7160,No
CSN 422709,530,300,206000,80000,0.3,7160,No
CSN 422712,422,250,206000,80000,0.3,7160,No
CSN 422713,490,290,206000,80000,0.3,7160,Yes
CSN 422724,637,420,206000,80000,0.3,7160,No
CSN 422735,785,520,206000,80000,0.3,7160,No
CSN 422739,830,550,206000,80000,0.3,7160,No
CSN 422753,981,650,206000,80000,0.3,7160,No
CSN 422906,550,390,206000,80000,0.3,7160,No
CSN 422912,500,320,206000,80000,0.3,7160,No
CSN 423042,380,265,120000,45000,0.31,8800,No
CSN 423044,380,265,120000,45000,0.31,8800,No
CSN 423045,380,265,120000,45000,0.31,8800,No
CSN 423047,380,265,120000,45000,0.31,8800,No
CSN 423115,180,160,105000,40000,0.31,8800,No
CSN 423119,180,160,105000,40000,0.31,8800,No
CSN 423123,180,160,105000,40000,0.31,8800,No
CSN 423135,150,120,105000,40000,0.31,8800,No
CSN 423137,170,100,105000,40000,0.31,8800,No
CSN 423145,400,130,120000,45000,0.32,8800,No
CSN 423147,400,130,120000,45000,0.32,8800,No
CSN 423210,330,100,100000,37000,0.34,8500,No
CSN 423212,330,100,100000,37000,0.34,8500,No
CSN 423213,330,100,100000,37000,0.34,8500,No
CSN 423214,330,100,100000,37000,0.34,8500,No
CSN 423256,350,255,100000,37000,0.34,8500,No
CSN 423311,600,350,100000,37000,0.34,8500,No
CSN 424201,400,230,73000,26000,0.33,2700,No
CSN 424203,430,230,73000,26000,0.33,2700,No
CSN 424204,430,230,73000,26000,0.33,2700,No
CSN 424250,340,190,73000,26000,0.33,2700,No
CSN 424401,280,100,73000,26000,0.33,2700,No
CSN 424413,200,110,73000,26000,0.33,2700,No
CSN 424415,200,110,73000,26000,0.33,2700,No
Steel ST3KP GOST 380-94,360,235,201000,78000,0.29,7856,No
Steel ST3PC GOST 380-94,370,245,201000,78000,0.29,7856,No
Steel ST3CP GOST 380-94,380,255,201000,78000,0.29,7856,No
Steel ST4KP GOST 380-94,400,255,201000,78000,0.29,7856,No
Steel ST4PS GOST 380-94,410,265,201000,78000,0.29,7856,No
Steel ST4SP GOST 380-94,410,265,201000,78000,0.29,7856,No
Steel ST5PS GOST 380-94,490,285,201000,78000,0.29,7856,Yes
Steel ST5SP GOST 380-94,490,295,201000,78000,0.29,7856,Yes
Steel ST6PS GOST 380-94,590,315,201000,78000,0.29,7856,No
Steel ST6SP GOST 380-94,600,320,201000,78000,0.29,7856,No
Steel S235 GOST 27772-88,360,225,206000,80000,0.3,7860,No
Steel S245 GOST 27772-88,370,235,206000,80000,0.3,7860,No
Steel S255 GOST 27772-88,370,245,206000,80000,0.3,7860,No
Steel S285 GOST 27772-88,390,265,206000,80000,0.3,7860,No
Steel S345 GOST 27772-88,450,325,206000,80000,0.3,7860,Yes
Steel S375 GOST 27772-88,480,335,206000,80000,0.3,7860,Yes
Steel 08 GOST 1050-88,320,196,203000,78000,0.3,7871,No
Steel 10 GOST 1050-88,330,205,206000,79000,0.3,7856,No
Steel 10 GOST 1050-88,400,250,206000,79000,0.3,7856,No
Steel 10 GOST 1050-88,410,250,206000,79000,0.3,7856,No
Steel 10 GOST 1050-88,290,190,206000,79000,0.3,7856,No
Steel 15 GOST 1050-88,370,225,201000,78000,0.29,7850,No
Steel 15 GOST 1050-88,450,250,201000,78000,0.29,7850,No
Steel 15 GOST 1050-88,440,340,201000,78000,0.29,7850,Yes
Steel 15 GOST 1050-88,340,220,201000,78000,0.29,7850,No
Steel 20 GOST 1050-88,410,245,212000,82000,0.29,7859,No
Steel 20 GOST 1050-88,500,300,212000,82000,0.29,7859,No
Steel 20 GOST 1050-88,490,300,212000,82000,0.29,7859,Yes
Steel 20 GOST 1050-88,390,240,212000,82000,0.29,7859,No
Steel 25 GOST 1050-88,450,275,198000,77000,0.29,7820,No
Steel 25 GOST 1050-88,550,350,198000,77000,0.29,7820,No
Steel 25 GOST 1050-88,540,350,198000,77000,0.29,7820,No
Steel 25 GOST 1050-88,410,270,198000,77000,0.29,7820,No
Steel 30 GOST 1050-88,490,295,200000,77000,0.3,7850,Yes
Steel 30 GOST 1050-88,600,350,200000,77000,0.3,7850,No
Steel 30 GOST 1050-88,560,340,200000,77000,0.3,7850,No
Steel 30 GOST 1050-88,440,290,200000,77000,0.3,7850,Yes
Steel 30 GOST 1050-88,575,295,200000,77000,0.3,7850,No
Steel 35 GOST 1050-88,530,315,206000,79000,0.3,7826,No
Steel 35 GOST 1050-88,650,380,206000,79000,0.3,7826,No
Steel 35 GOST 1050-88,1000,650,206000,79000,0.3,7826,No
Steel 35 GOST 1050-88,590,350,206000,79000,0.3,7826,No
Steel 35 GOST 1050-88,470,310,206000,79000,0.3,7826,Yes
Steel 35 GOST 1050-88,625,315,206000,79000,0.3,7826,No
Steel 40 GOST 1050-88,570,335,212000,82000,0.29,7850,No
Steel 40 GOST 1050-88,700,400,212000,82000,0.29,7850,No
Steel 40 GOST 1050-88,1000,650,212000,82000,0.29,7850,No
Steel 40 GOST 1050-88,610,380,212000,82000,0.29,7850,No
Steel 40 GOST 1050-88,510,330,212000,82000,0.29,7850,No
Steel 40 GOST 1050-88,675,355,212000,82000,0.29,7850,No
Steel 45 GOST 1050-88,600,355,200000,77000,0.3,7810,No
Steel 45 GOST 1050-88,750,450,200000,77000,0.3,7810,No
Steel 45 GOST 1050-88,900,650,200000,77000,0.3,7810,No
Steel 45 GOST 1050-88,1000,700,200000,77000,0.3,7810,No
Steel 45 GOST 1050-88,1200,950,200000,77000,0.3,7810,No
Steel 45 GOST 1050-88,750,450,200000,77000,0.3,7810,No
Steel 45 GOST 1050-88,640,440,200000,77000,0.3,7810,No
Steel 45 GOST 1050-88,540,350,200000,77000,0.3,7810,No
Steel 45 GOST 1050-88,705,375,200000,77000,0.3,7810,No
Steel 50 GOST 1050-88,600,355,216000,83000,0.3,7810,No
Steel 50 GOST 1050-88,900,700,216000,83000,0.3,7810,No
Steel 50 GOST 1050-88,660,450,216000,83000,0.3,7810,No
Steel 50 GOST 1050-88,560,370,216000,83000,0.3,7810,No
Steel 50 GOST 1050-88,725,400,216000,83000,0.3,7810,No
Steel 55 GOST 1050-88,630,375,210000,81000,0.3,7820,No
Steel 55 GOST 1050-88,775,420,210000,81000,0.3,7820,No
Steel 60 GOST 1050-88,680,400,204000,79000,0.29,7810,No
Steel 60 GOST 1050-88,825,450,204000,79000,0.29,7810,No
Steel 20G GOST 1050-88,460,280,204000,79000,0.29,7820,Yes
Steel 20G GOST 1050-88,570,420,204000,79000,0.29,7820,No
Steel 30G GOST 1050-88,550,320,200000,77000,0.3,7810,No
Steel 30G GOST 1050-88,680,560,200000,77000,0.3,7810,No
Steel 40G GOST 1050-88,600,360,204000,79000,0.29,7810,No
Steel 40G GOST 1050-88,840,590,204000,79000,0.29,7810,No
Steel 50G GOST 1050-88,660,400,216000,84000,0.29,7810,No
Steel 50G GOST 1050-88,820,560,216000,84000,0.29,7810,No
Steel 65G GOST 1050-88,750,440,215000,83000,0.3,7850,No
Steel 65G GOST 1050-88,900,700,215000,83000,0.3,7850,No
Steel 65G GOST 1050-88,1500,1250,215000,83000,0.3,7850,No
Steel A11 GOST 1414-75,490,390,216000,83000,0.3,7860,No
Steel A12 GOST 1414-75,510,390,216000,83000,0.3,7860,No
Steel A12 GOST 1414-75,460,390,216000,83000,0.3,7860,No
Steel A20 GOST 1414-75,530,390,216000,83000,0.3,7860,No
Steel A30 GOST 1414-75,540,390,216000,83000,0.3,7860,No
Steel A35 GOST 1414-75,570,390,216000,83000,0.3,7860,No
Steel 15Ch GOST 4543-71,690,490,206000,80000,0.29,7860,No
Steel 20Ch GOST 4543-71,780,635,216000,83000,0.3,7830,No
Steel 20Ch GOST 4543-71,600,300,216000,83000,0.3,7830,No
Steel 20Ch GOST 4543-71,700,500,216000,83000,0.3,7830,No
Steel 20Ch GOST 4543-71,850,630,216000,83000,0.3,7830,No
Steel 30Ch GOST 4543-71,880,685,208000,80000,0.3,7820,No
Steel 35Ch GOST 4543-71,910,735,214000,83000,0.29,7850,No
Steel 40Ch GOST 4543-71,980,785,214000,83000,0.29,7850,No
Steel 40Ch GOST 4543-71,630,330,214000,83000,0.29,7850,No
Steel 40Ch GOST 4543-71,800,650,214000,83000,0.29,7850,No
Steel 40Ch GOST 4543-71,1100,900,214000,83000,0.29,7850,No
Steel 40Ch GOST 4543-71,1300,1100,214000,83000,0.29,7850,No
Steel 45Ch GOST 4543-71,1030,835,206000,79000,0.3,7820,No
Steel 45Ch GOST 4543-71,650,350,206000,79000,0.3,7820,No
Steel 45Ch GOST 4543-71,950,750,206000,79000,0.3,7820,No
Steel 45Ch GOST 4543-71,1400,1200,206000,79000,0.3,7820,No
Steel 50Ch GOST 4543-71,1080,885,207000,80000,0.29,7860,No
Steel 50Ch GOST 4543-71,650,350,207000,80000,0.29,7860,No
Steel 50Ch GOST 4543-71,1500,1300,207000,80000,0.29,7860,No
Steel 10G2 GOST 4543-71,430,250,204000,79000,0.29,7790,No
Steel 35G2 GOST 4543-71,630,370,204000,79000,0.29,7790,No
Steel 35G2 GOST 4543-71,800,650,204000,79000,0.29,7790,No
Steel 40G2 GOST 4543-71,670,390,212000,82000,0.29,7800,No
Steel 40G2 GOST 4543-71,1120,950,212000,82000,0.29,7800,No
Steel 45G2 GOST 4543-71,700,410,204000,79000,0.29,7810,No
Steel 45G2 GOST 4543-71,850,700,204000,79000,0.29,7810,No
Steel 33ChS GOST 4543-71,600,300,214000,83000,0.29,7640,No
Steel 33ChS GOST 4543-71,900,700,214000,83000,0.29,7640,No
Steel 38ChS GOST 4543-71,950,750,211000,82000,0.29,7640,No
Steel 30ChMA GOST 4543-71,930,735,208000,80000,0.3,7820,No
Steel 30ChM GOST 4543-71,950,750,208000,80000,0.3,7820,No
Steel 35ChM GOST 4543-71,930,835,213000,82000,0.3,7820,No
Steel 35ChM GOST 4543-71,1000,850,213000,82000,0.3,7820,No
Steel 35ChM GOST 4543-71,1600,1400,213000,82000,0.3,7820,No
Steel 18ChG GOST 4543-71,800,735,213000,82000,0.3,7820,No
Steel 18ChGT GOST 4543-71,700,430,211000,82000,0.29,7800,No
Steel 18ChGT GOST 4543-71,1000,800,211000,82000,0.29,7800,No
Steel 30ChGT GOST 4543-71,1250,1050,212000,82000,0.29,7800,No
Steel 30ChGT GOST 4543-71,1100,800,212000,82000,0.29,7800,No
Steel 20ChGSA GOST 4543-71,780,635,213000,82000,0.3,7760,No
Steel 20ChGSA GOST 4543-71,800,650,213000,82000,0.3,7760,No
Steel 20ChGNR GOST 4543-71,1300,1200,213000,82000,0.3,7800,No
Steel 20ChGNR GOST 4543-71,1450,1400,213000,82000,0.3,7800,No
Steel 40ChFA GOST 4543-71,900,750,215000,83000,0.3,7810,No
Steel 40ChFA GOST 4543-71,1600,1300,215000,83000,0.3,7810,No
Steel 30ChGS GOST 4543-71,1080,835,213000,82000,0.3,7850,No
Steel 20ChN GOST 4543-71,780,590,200000,77000,0.3,7850,No
Steel 40ChN GOST 4543-71,980,785,200000,77000,0.3,7850,No
Steel 40ChN GOST 4543-71,780,460,200000,77000,0.3,7850,No
Steel 40ChN GOST 4543-71,1200,1000,200000,77000,0.3,7850,No
Steel 45ChN GOST 4543-71,1030,835,200000,77000,0.3,7820,No
Steel 50ChN GOST 4543-71,1080,885,200000,77000,0.3,7860,No
Steel 30ChN3A GOST 4543-71,980,785,215000,83000,0.3,7850,No
Steel 12ChN2 GOST 4543-71,800,600,211000,82000,0.29,7880,No
Steel 12ChN2 GOST 4543-71,800,600,211000,82000,0.29,7880,No
Steel 12ChN3A GOST 4543-71,950,700,200000,77000,0.3,7850,No
Steel 12ChN3A GOST 4543-71,1000,850,200000,77000,0.3,7850,No
Steel 20Ch2N4A GOST 4543-71,680,450,203000,78000,0.3,7850,No
Steel 20Ch2N4A GOST 4543-71,1100,850,203000,78000,0.3,7850,No
Steel 20Ch2N4A GOST 4543-71,1300,1100,203000,78000,0.3,7850,No
Steel 30ChGS GOST 4543-71,600,360,213000,82000,0.3,7850,No
Steel 30ChGSA GOST 4543-71,1100,850,215000,83000,0.3,7850,No
Steel 30ChGSA GOST 4543-71,1500,1300,215000,83000,0.3,7850,No
Steel 38Ch210 GOST 4543-71,800,700,215000,83000,0.3,7850,No
Steel 38ChA GOST 4543-71,930,785,206000,80000,0.29,7860,No
Steel 38Ch2MJuA GOST 4543-71,980,835,206000,80000,0.3,7860,No
Steel 12MCh GOST 20072-74,410,235,212000,82000,0.29,7850,No
Steel 12Ch1MF GOST 20072-74,470,255,198000,77000,0.29,7800,No
Steel 20Ch1M1F1TR GOST 20072-74,780,665,200000,77000,0.3,7800,No
Steel 20Ch1M1F1BR GOST 20072-74,780,665,200000,77000,0.3,7800,No
Steel 25Ch1MF GOST 20072-74,880,735,213000,82000,0.3,7840,No
Steel 25Ch1MF GOST 20072-74,780,665,213000,82000,0.3,7840,No
Steel 18Ch3MV GOST 20072-74,640,440,200000,77000,0.3,7850,No
Steel 20Ch3MVF GOST 20072-74,880,735,207000,80000,0.29,7800,No
Steel 15Ch5 GOST 20072-74,390,165,215000,83000,0.3,7630,No
Steel 15Ch5M GOST 20072-74,390,215,211000,82000,0.29,7750,No
Steel 15Ch5VF GOST 20072-74,390,215,200000,77000,0.3,7850,No
Steel 12Ch8VF GOST 20072-74,390,165,200000,77000,0.3,7850,No
Steel 13Ch14N3V2FR GOST 5949-75,930,735,200000,77000,0.3,7850,No
Steel 13Ch14N3V2FR GOST 5949-75,1130,885,200000,77000,0.3,7850,No
Steel 10Ch11N23T3MR GOST 5949-75,880,590,200000,77000,0.3,8120,No
Steel 10Ch11N23T3MR GOST 5949-75,980,685,200000,77000,0.3,8120,No
Steel 12Ch18N10T GOST 5949-75,510,196,215000,83000,0.3,7630,No
Steel 12Ch18N9T GOST 5949-75,540,196,195000,75000,0.3,7900,No
Steel 12Ch18N12T GOST 5949-75,540,196,200000,77000,0.3,7850,No
Steel 12Ch25N16G7AR GOST 5949-75,690,325,216000,84000,0.29,7670,No
Steel 20 GOST 1577-93,475,230,206000,80000,0.29,7860,No
Steel 20 GOST 1577-93,450,210,206000,80000,0.29,7860,No
Steel 20 GOST 1577-93,625,350,206000,80000,0.29,7860,No
Steel 20 GOST 1577-93,575,300,206000,80000,0.29,7860,No
Steel 25 GOST 1577-93,495,260,206000,80000,0.29,7860,No
Steel 25 GOST 1577-93,495,240,206000,80000,0.29,7860,No
Steel 25 GOST 1577-93,475,220,206000,80000,0.29,7860,No
Steel 25 GOST 1577-93,625,370,206000,80000,0.29,7860,No
Steel 25 GOST 1577-93,575,320,206000,80000,0.29,7860,No
Steel 30 GOST 1577-93,540,280,206000,80000,0.29,7860,No
Steel 30 GOST 1577-93,540,250,206000,80000,0.29,7860,No
Steel 30 GOST 1577-93,520,230,206000,80000,0.29,7860,No
Steel 30 GOST 1577-93,675,400,206000,80000,0.29,7860,No
Steel 30 GOST 1577-93,625,350,206000,80000,0.29,7860,No
Steel 30 GOST 1577-93,575,300,206000,80000,0.29,7860,No
Steel 35 GOST 1577-93,575,300,206000,80000,0.29,7860,No
Steel 35 GOST 1577-93,575,270,206000,80000,0.29,7860,No
Steel 35 GOST 1577-93,555,245,206000,80000,0.29,7860,No
Steel 35 GOST 1577-93,705,430,206000,80000,0.29,7860,No
Steel 35 GOST 1577-93,675,370,206000,80000,0.29,7860,No
Steel 35 GOST 1577-93,625,320,206000,80000,0.29,7860,No
Steel 40 GOST 1577-93,625,320,206000,80000,0.29,7860,No
Steel 40 GOST 1577-93,625,290,206000,80000,0.29,7860,No
Steel 40 GOST 1577-93,605,260,206000,80000,0.29,7860,No
Steel 40 GOST 1577-93,725,460,206000,80000,0.29,7860,No
Steel 40 GOST 1577-93,705,400,206000,80000,0.29,7860,No
Steel 40 GOST 1577-93,675,350,206000,80000,0.29,7860,No
Steel 45 GOST 1577-93,675,340,206000,80000,0.29,7860,No
Steel 45 GOST 1577-93,675,305,206000,80000,0.29,7860,No
Steel 45 GOST 1577-93,655,275,206000,80000,0.29,7860,No
Steel 45 GOST 1577-93,775,500,206000,80000,0.29,7860,No
Steel 45 GOST 1577-93,725,430,206000,80000,0.29,7860,No
Steel 45 GOST 1577-93,705,370,206000,80000,0.29,7860,No
Steel 50 GOST 1577-93,710,355,206000,80000,0.29,7860,No
Steel 50 GOST 1577-93,710,320,206000,80000,0.29,7860,No
Steel 50 GOST 1577-93,690,290,206000,80000,0.29,7860,No
Steel 50 GOST 1577-93,825,520,206000,80000,0.29,7860,No
Steel 50 GOST 1577-93,775,460,206000,80000,0.29,7860,No
Steel 50 GOST 1577-93,725,400,206000,80000,0.29,7860,No
Steel 55 GOST 1577-93,750,370,206000,80000,0.29,7860,No
Steel 55 GOST 1577-93,750,330,206000,80000,0.29,7860,No
Steel 55 GOST 1577-93,730,300,206000,80000,0.29,7860,No
Steel 55 GOST 1577-93,875,550,206000,80000,0.29,7860,No
Steel 55 GOST 1577-93,825,500,206000,80000,0.29,7860,No
Steel 55 GOST 1577-93,775,430,206000,80000,0.29,7860,No
Steel 60 GOST 1577-93,785,380,206000,80000,0.29,7860,No
Steel 60 GOST 1577-93,785,340,206000,80000,0.29,7860,No
Steel 60 GOST 1577-93,755,310,206000,80000,0.29,7860,No
Steel 60 GOST 1577-93,925,580,206000,80000,0.29,7860,No
Steel 60 GOST 1577-93,875,520,206000,80000,0.29,7860,No
Steel 60 GOST 1577-93,825,450,206000,80000,0.29,7860,No
Steel 30Ch GOST 1577-93,925,650,206000,80000,0.29,7860,No
Steel 30Ch GOST 1577-93,825,550,206000,80000,0.29,7860,No
Steel 30Ch GOST 1577-93,725,410,206000,80000,0.29,7860,No
Steel 38ChA GOST 1577-93,1050,750,206000,80000,0.29,7860,No
Steel 38ChA GOST 1577-93,925,630,206000,80000,0.29,7860,No
Steel 38ChA GOST 1577-93,825,510,206000,80000,0.29,7860,No
Steel 40Ch GOST 1577-93,1100,800,206000,80000,0.29,7860,No
Steel 40Ch GOST 1577-93,1000,660,206000,80000,0.29,7860,No
Steel 40Ch GOST 1577-93,875,560,206000,80000,0.29,7860,No
Steel 15L GOST 977-88,392,196,200000,77000,0.3,7820,No
Steel 20L GOST 977-88,412,216,200000,77000,0.3,7820,No
Steel 25L GOST 977-88,441,235,205000,79000,0.3,7830,No
Steel 30L GOST 977-88,471,255,210000,81000,0.3,7810,No
Steel 35L GOST 977-88,491,275,212000,82000,0.29,7830,No
Steel 40L GOST 977-88,520,294,215000,83000,0.3,7810,No
Steel 45L GOST 977-88,540,314,215000,83000,0.3,7800,No
Steel 50L GOST 977-88,569,334,219000,85000,0.29,7820,No
Steel 20GL GOST 977-88,540,275,200000,77000,0.3,7820,No
Steel 35GL GOST 977-88,540,294,200000,77000,0.3,7820,No
Steel 35GL GOST 977-88,589,343,200000,77000,0.3,7820,No
Steel 20GSL GOST 977-88,540,294,200000,77000,0.3,7820,No
Steel 30GSL GOST 977-88,589,343,200000,77000,0.3,7820,No
Steel 30GSL GOST 977-88,638,392,200000,77000,0.3,7820,No
Steel 20G1FL GOST 977-88,510,314,200000,77000,0.3,7820,No
Steel 20FL GOST 977-88,491,294,200000,77000,0.3,7820,Yes
Steel 30ChGSFL GOST 977-88,589,392,200000,77000,0.3,7820,No
Steel 45FL GOST 977-88,589,392,200000,77000,0.3,7820,No
Steel 20ChML GOST 977-88,441,245,215000,83000,0.3,7800,No
Steel 20ChMFL GOST 977-88,491,275,200000,77000,0.3,7820,No
Steel 20GNMFL GOST 977-88,589,491,200000,77000,0.3,7820,No
Steel 35ChML GOST 977-88,589,392,215000,83000,0.3,7840,No
Steel 30ChNML GOST 977-88,687,540,200000,77000,0.3,7820,No
Steel 35ChGSL GOST 977-88,589,343,215000,83000,0.3,7800,No
Steel 35ChGSL GOST 977-88,785,589,215000,83000,0.3,7800,No
Steel 20DChL GOST 977-88,491,392,200000,77000,0.3,7820,No
